Name,Platform,Genre,Rating,Critic_Score,Critic_Count,User_Score,User_Count,NA_Sales
Metal Gear Solid V: Ground Zeroes,XOne,Action,M,76,13,53,348,0.15
Psi-Ops: The Mindgate Conspiracy,PS2,Shooter,M,84,46,88,27,0.14
Dead Rising: Chop Till You Drop,Wii,Action,M,61,30,64,35,0.15
Assassin's Creed IV: Black Flag,WiiU,Action,M,86,5,76,207,0.17
The Warriors,XB,Action,M,85,55,81,21,0.21
Shadow Hearts,PS2,Role-Playing,M,73,24,87,55,0.09
SAW,X360,Action,M,59,39,73,50,0.13
Unreal Championship 2: The Liandri Conflict,XB,Shooter,M,85,54,81,21,0.22
Jackass the Game,PS2,Action,M,58,24,65,14,0.14
Operation Flashpoint: Red River,X360,Shooter,M,69,64,60,29,0.1
Driver: Parallel Lines,PS2,Racing,M,69,41,68,74,0.12
Backyard Wrestling 2: There Goes the Neighborhood,PS2,Fighting,M,46,23,46,10,0.14
Dead to Rights: Retribution,PS3,Shooter,M,60,44,58,27,0.1
Silent Hill 2: Restless Dreams,XB,Action,M,84,23,82,39,0.21
Bionic Commando,X360,Platform,M,70,65,72,87,0.12
True Crime: New York City,XB,Action,M,60,43,77,17,0.21
Shin Megami Tensei: Strange Journey,DS,Role-Playing,M,80,26,86,69,0.13
Army of Two: The Devil's Cartel,PS3,Shooter,M,58,27,66,100,0.11
Tao Feng: Fist of the Lotus,XB,Fighting,M,65,32,64,8,0.21
Evil Dead: Hail to the King,PS,Adventure,M,51,8,59,7,0.15
The Evil Within,PC,Action,M,68,18,58,721,0.1
Dead Rising 2: Off the Record,X360,Action,M,72,48,74,60,0.17
The Warriors,PSP,Action,M,81,36,77,21,0.23
BloodRayne 2,PS2,Shooter,M,70,26,84,21,0.13
The Club,X360,Shooter,M,76,63,67,43,0.15
Shadow of Rome,PS2,Action,M,75,52,82,62,0.13
Gun,X360,Shooter,M,75,53,74,57,0.24
Shadows of the Damned,PS3,Action,M,77,56,80,124,0.11
Reign of Fire,PS2,Shooter,M,56,16,69,4,0.13
Call of Juarez: The Cartel,X360,Shooter,M,47,62,56,109,0.14
Family Guy: Back to the Multiverse,PS3,Action,M,40,9,63,31,0.12
Rune: Viking Warlord,PS2,Action,M,53,16,72,11,0.13
Deadly Premonition,X360,Action,M,68,39,81,332,0.18
Outlaw Volleyball,XB,Sports,M,77,33,83,7,0.19
Drakan: The Ancients' Gates,PS2,Adventure,M,78,31,89,39,0.13
Resident Evil: Revelations,X360,Action,M,75,30,73,170,0.12
Army of Two: The Devil's Cartel,X360,Shooter,M,54,55,61,195,0.16
Tom Clancy's Splinter Cell: Double Agent,PS3,Action,M,78,17,64,41,0.2
Resident Evil: Deadly Silence,DS,Action,M,71,41,83,36,0.11
Legendary,X360,Shooter,M,47,39,70,87,0.08
The Elder Scrolls IV: Oblivion,PC,Role-Playing,M,94,54,80,2454,0.01
Game of Thrones,X360,Role-Playing,M,52,35,51,126,0.15
Dead or Alive Xtreme 2,X360,Sports,M,53,46,66,42,0.15
PlayStation VR Worlds,PS4,Misc,M,59,48,70,73,0.06
Hunted: The Demon's Forge,PS3,Action,M,57,34,61,70,0.12
Men of Valor,XB,Shooter,M,73,47,79,8,0.19
XIII,XB,Shooter,M,74,38,82,15,0.16
The Bureau: XCOM Declassified,PS3,Shooter,M,69,22,66,79,0.08
The Outfit,X360,Action,M,70,52,74,48,0.21
L.A. Noire: The Complete Edition,PC,Adventure,M,83,28,78,903,0.08
The Chronicles of Riddick: Assault on Dark Athena,PS3,Shooter,M,80,45,76,40,0.12
Family Guy: Back to the Multiverse,X360,Action,M,39,28,49,51,0.14
Ninja Gaiden 3,X360,Action,M,58,39,43,136,0.16
Hitman: Absolution,PC,Action,M,79,26,69,1327,0.03
Far Cry Instincts Predator,X360,Shooter,M,78,46,61,80,0.2
Onechanbara Z2: Chaos,PS4,Action,M,57,40,64,72,0.14
TimeSplitters: Future Perfect,PS2,Shooter,M,84,39,90,117,0.12
Genma Onimusha,XB,Action,M,83,27,85,10,0.14
Homefront,PC,Shooter,M,70,36,54,531,0.11
BioShock 2,PC,Shooter,M,88,36,79,1247,0.02
Singularity,PS3,Shooter,M,77,48,76,100,0.17
Grand Theft Auto,GBA,Action,M,68,33,70,23,0.17
Resident Evil Archives: Resident Evil Zero,Wii,Action,M,62,17,81,37,0.13
Driver '76,PSP,Racing,M,57,28,78,18,0.03
Midway Arcade Treasures: Extended Play,PSP,Misc,M,63,24,77,8,0.21
The Testament of Sherlock Holmes,PS3,Adventure,M,65,16,73,34,0.05
Game of Thrones,PS3,Role-Playing,M,53,14,54,81,0.1
Afro Samurai,X360,Action,M,65,70,61,57,0.16
Ar tonelico Qoga: Knell of Ar Ciel,PS3,Role-Playing,M,61,27,53,101,0.08
Divinity II: Ego Draconis,X360,Role-Playing,M,62,37,63,36,0.18
The Club,PS3,Shooter,M,72,42,64,15,0.14
Mafia,XB,Action,M,66,33,76,22,0.17
Tom Clancy's Rainbow Six: Siege,PC,Shooter,M,79,37,68,734,0.13
Genji: Dawn of the Samurai,PS2,Action,M,74,49,82,19,0.11
Soldier of Fortune II: Double Helix,XB,Shooter,M,61,26,64,13,0.17
Mortal Kombat: Armageddon,Wii,Fighting,M,71,29,83,33,0.19
Spec Ops: The Line,PC,Shooter,M,76,16,81,1237,0.11
Rogue Ops,PS2,Action,M,61,26,91,6,0.11
Killer is Dead,PS3,Action,M,64,39,78,215,0.12
Legion: The Legend of Excalibur,PS2,Action,M,51,21,69,6,0.11
Spartan: Total Warrior,PS2,Action,M,74,33,83,65,0.11
Conflict: Vietnam,XB,Shooter,M,60,40,72,9,0.17
Dino Stalker,PS2,Shooter,M,50,18,62,8,0.07
Risen 2: Dark Waters,PS3,Role-Playing,M,47,13,51,37,0.04
The Suffering,XB,Action,M,77,44,87,23,0.16
Touch the Dead,DS,Shooter,M,56,31,55,5,0.2
Jackass the Game,PSP,Action,M,58,21,69,12,0.09
Shellshock: Nam '67,XB,Shooter,M,58,37,69,14,0.16
Dishonored 2,XOne,Action,M,88,22,67,156,0.12
Lords of the Fallen,XOne,Role-Playing,M,71,13,66,166,0.1
Senran Kagura 2: Deep Crimson ,3DS,Action,M,58,28,67,56,0.1
Dead Island,PC,Action,M,80,24,67,1428,0.12
Hunted: The Demon's Forge,X360,Action,M,61,59,59,116,0.13
The Bureau: XCOM Declassified,X360,Shooter,M,68,30,66,118,0.1
BloodRayne,XB,Shooter,M,76,20,74,6,0.16
Tenchu: Return From Darkness,XB,Action,M,70,55,69,6,0.16
Neo Contra,PS2,Shooter,M,65,37,70,8,0.1
Quake III: Revolution,PS2,Shooter,M,84,18,71,11,0.1
50 Cent: Blood on the Sand,X360,Shooter,M,71,54,63,64,0.12
Darkwatch,XB,Shooter,M,75,43,80,21,0.16
Assassin's Creed Syndicate,PC,Action,M,74,14,58,544,0.11
Danganronpa Another Episode: Ultra Despair Girls,PSV,Action,M,72,35,83,77,0.06
The Wolf Among Us,PS4,Adventure,M,83,6,83,259,0.1
Cursed Mountain,Wii,Adventure,M,67,51,75,33,0.09
Deus Ex: The Conspiracy,PS2,Action,M,81,25,88,49,0.1
Unreal II: The Awakening,XB,Shooter,M,64,27,52,20,0.17
Vampire Rain,X360,Action,M,38,45,28,44,0.18
Way of the Samurai 3,X360,Action,M,55,22,67,16,0.12
Hitman: HD Trilogy,PS3,Action,M,71,20,75,46,0.07
Mortal Kombat: Special Forces,PS,Fighting,M,28,7,23,17,0.12
Evil Dead: Regeneration,PS2,Action,M,68,26,84,8,0.1
Defiance,PC,Shooter,M,64,40,64,661,0.14
Dead to Rights: Retribution,X360,Shooter,M,61,64,69,34,0.11
Tenchu: Shadow Assassins,Wii,Action,M,70,35,77,24,0.15
Assassin's Creed The Ezio Collection,PS4,Action,M,72,32,73,49,0.04
God of War Collection,PSV,Action,M,73,28,73,133,0.08
Anarchy Reigns,PS3,Action,M,71,35,81,106,0.1
Sniper: Ghost Warrior 2,X360,Shooter,M,52,33,56,110,0.06
"Warhammer 40,000: Space Marine",PC,Shooter,M,74,34,73,596,0.09
Dark Messiah of Might and Magic Elements,X360,Role-Playing,M,52,27,69,48,0.16
Dead to Rights II,PS2,Shooter,M,51,32,52,7,0.1
Two Worlds II,PC,Role-Playing,M,76,31,64,315,0.09
Clive Barker's Jericho,PS3,Shooter,M,60,34,70,52,0.17
Dying Light,PC,Action,M,75,40,78,1295,0.12
Zone of the Enders HD Collection,X360,Simulation,M,75,21,87,20,0.14
Soldier of Fortune: Payback,X360,Shooter,M,50,35,55,20,0.18
Afro Samurai,PS3,Action,M,65,52,60,27,0.12
Silent Hill: Book of Memories,PSV,Action,M,58,57,50,102,0.1
Playboy: The Mansion,PS2,Simulation,M,59,33,74,18,0.1
The Thing,XB,Adventure,M,78,21,65,14,0.15
Prince of Persia: Warrior Within,GC,Action,M,83,31,85,20,0.15
Predator: Concrete Jungle,PS2,Action,M,47,14,87,76,0.1
Big Mutha Truckers 2,PS2,Racing,M,51,26,20,9,0.1
Castlevania: Lords of Shadow 2,PS3,Action,M,63,55,77,528,0.03
Tom Clancy's Splinter Cell: Essentials,PSP,Shooter,M,58,37,74,39,0.17
Family Guy,PSP,Action,M,51,14,62,15,0.18
Dead Space 3,PC,Action,M,78,16,59,1096,0.02
Sniper Elite,PS2,Shooter,M,76,21,88,36,0.1
Conan,X360,Action,M,69,49,72,67,0.16
No More Heroes: Heroes' Paradise,PS3,Action,M,72,38,72,38,0.1
Manhunt,XB,Action,M,74,37,78,19,0.14
Bound By Flame,PS4,Role-Playing,M,53,40,58,230,0.08
Conflict: Denied Ops,X360,Shooter,M,52,35,48,22,0.08
Mafia III,PC,Action,M,63,29,31,881,0.08
Mace Griffin: Bounty Hunter,PS2,Shooter,M,62,19,82,7,0.09
Legacy of Kain: Defiance,XB,Action,M,74,30,78,21,0.14
Quantum Theory,PS3,Shooter,M,43,34,52,21,0.05
Sudeki,XB,Role-Playing,M,72,75,83,49,0.14
Silent Hill HD Collection,X360,Action,M,69,17,55,98,0.11
South Park: The Stick of Truth,PC,Role-Playing,M,85,48,85,1739,0.07
Conflict: Global Terror,PS2,Shooter,M,62,15,84,10,0.09
Dante's Inferno,PSP,Action,M,70,14,80,46,0.12
Gungrave,PS2,Shooter,M,65,28,85,16,0.09
Tenchu: Fatal Shadows,PS2,Action,M,58,33,79,24,0.09
50 Cent: Blood on the Sand,PS3,Shooter,M,72,37,71,57,0.1
Metro: Last Light,PC,Action,M,82,71,85,2654,0.06
Evolve,PC,Shooter,M,77,39,42,969,0.08
Resident Evil: Revelations,WiiU,Action,M,80,19,74,146,0.07
Rise of the Kasai,PS2,Action,M,68,37,79,5,0.09
Risen,X360,Role-Playing,M,60,37,63,77,0.07
Tom Clancy's Splinter Cell: Blacklist,PC,Action,M,82,13,73,754,0.04
Conflict: Denied Ops,PS3,Shooter,M,51,28,30,25,0.05
Binary Domain,X360,Action,M,74,43,79,185,0.09
Blood Omen 2,XB,Action,M,76,22,89,9,0.14
Saints Row IV,PC,Action,M,86,45,73,1543,0.11
Warriors: Legends of Troy,PS3,Action,M,44,22,69,24,0.06
The Lord of the Rings: War in the North,PC,Action,M,66,21,70,289,0.05
Shadows of the Damned,X360,Action,M,76,76,83,139,0.1
Fight Club,PS2,Fighting,M,36,28,43,22,0.09
Siren,PS2,Adventure,M,72,48,77,41,0.09
NARC,XB,Shooter,M,51,27,27,6,0.14
Fear Effect 2: Retro Helix,PS,Action,M,84,15,88,17,0.1
Call of Duty: World at War,PC,Shooter,M,83,36,74,721,0.02
CSI: Fatal Conspiracy,PS3,Adventure,M,39,5,55,13,0.11
Vietcong: Purple Haze,PS2,Shooter,M,48,11,42,6,0.09
Syndicate,X360,Shooter,M,74,65,70,174,0.1
Call of Juarez,X360,Shooter,M,71,37,68,46,0.14
Corpse Party: Blood Drive,PSV,Adventure,M,60,19,73,58,0.08
Alone in the Dark,Wii,Adventure,M,39,10,43,34,0.09
Bad Boys: Miami Takedown,XB,Shooter,M,35,20,58,9,0.14
Valhalla Knights 3,PSV,Role-Playing,M,48,19,67,56,0.04
Senran Kagura: Estival Versus,PSV,Action,M,71,4,73,34,0.04
Gun,GC,Shooter,M,77,27,85,8,0.14
Aliens: Colonial Marines,PC,Shooter,M,45,40,34,1156,0.1
Borderlands,PC,Shooter,M,81,37,77,1363,0.01
Silent Hill 4: The Room,XB,Action,M,76,43,82,26,0.14
Remember Me,X360,Action,M,70,42,74,267,0.1
Senran Kagura: Estival Versus,PS4,Action,M,67,25,79,96,0.08
Splatterhouse,X360,Action,M,62,51,75,60,0.14
Velvet Assassin,X360,Shooter,M,56,46,70,55,0.14
MindJack,PS3,Shooter,M,44,31,16,46,0.07
Dead or Alive Paradise,PSP,Misc,M,38,34,55,37,0.07
The Suffering: Ties That Bind,PS2,Action,M,75,37,79,23,0.09
True Crime: New York City,GC,Action,M,59,25,87,24,0.13
The Secret World,PC,Role-Playing,M,74,55,81,1326,0.07
Stormrise,PS3,Strategy,M,51,28,52,20,0.13
Psi-Ops: The Mindgate Conspiracy,XB,Shooter,M,84,55,78,18,0.13
SWAT: Global Strike Team,XB,Shooter,M,69,22,62,7,0.13
Hitman: HD Trilogy,X360,Action,M,69,14,71,45,0.07
Tom Clancy's Ghost Recon: Future Soldier,PC,Shooter,M,71,13,48,368,0.05
RoadKill,PS2,Action,M,71,27,78,11,0.08
Hunter: The Reckoning Redeemer,XB,Action,M,72,26,85,5,0.13
Danganronpa 2: Goodbye Despair,PSV,Misc,M,81,50,86,140,0.08
Thief: Deadly Shadows,XB,Action,M,82,61,72,12,0.13
Spawn: Armageddon,XB,Action,M,57,27,91,5,0.13
Conception II: Children of the Seven Stars,PSV,Role-Playing,M,62,24,75,118,0.1
Deus Ex: Mankind Divided,XOne,Role-Playing,M,83,18,71,175,0.09
Beat Down: Fists of Vengeance,PS2,Action,M,48,33,80,12,0.04
Anarchy Reigns,X360,Action,M,73,38,78,105,0.12
Fairytale Fights,X360,Action,M,51,47,61,12,0.14
State of Emergency,XB,Action,M,67,21,62,11,0.13
Clock Tower II: The Struggle Within,PS,Adventure,M,49,5,56,7,0.02
CSI: Fatal Conspiracy,X360,Adventure,M,42,9,47,4,0.11
Fairytale Fights,PS3,Action,M,53,34,59,22,0.11
Backyard Wrestling: Don't Try This at Home,XB,Fighting,M,50,15,49,7,0.13
The Cursed Crusade,PS3,Action,M,45,17,49,26,0.07
Wolfenstein 3D,GBA,Shooter,M,57,9,59,7,0.12
Dementium: The Ward,DS,Shooter,M,72,48,78,37,0.15
25 to Life,XB,Shooter,M,41,20,71,13,0.12
Leisure Suit Larry: Magna Cum Laude,XB,Adventure,M,62,49,63,13,0.12
Far Cry: Primal,PC,Action,M,74,18,47,368,0.04
Alien Resurrection,PS,Shooter,M,61,12,74,15,0.09
Leisure Suit Larry: Box Office Bust,X360,Adventure,M,25,27,24,41,0.14
Splatterhouse,PS3,Action,M,59,49,76,67,0.13
TimeSplitters: Future Perfect,XB,Shooter,M,83,54,88,35,0.12
Fatal Frame II: Crimson Butterfly,PS2,Action,M,81,40,91,100,0.08
Murdered: Soul Suspect,XOne,Action,M,51,17,69,130,0.08
Shadow Man: 2econd Coming,PS2,Adventure,M,68,24,75,8,0.08
Beowulf: The Game,PS3,Action,M,51,18,51,17,0.14
Alone in the Dark: The New Nightmare,PS,Adventure,M,77,15,80,40,0.09
TimeShift,PS3,Shooter,M,70,16,62,27,0.14
Scarface: Money. Power. Respect.,PSP,Strategy,M,58,12,30,15,0.15
Blitz: The League,X360,Sports,M,69,23,64,14,0.15
BioShock The Collection,XOne,Shooter,M,84,16,82,79,0.08
Bulletstorm,PC,Shooter,M,82,34,76,768,0.07
Fist of the North Star: Ken's Rage,X360,Action,M,59,38,72,23,0.07
"Warhammer 40,000: Fire Warrior",PS2,Shooter,M,64,23,82,63,0.08
F.E.A.R. 3,PC,Shooter,M,74,34,58,420,0.04
Stormrise,X360,Strategy,M,48,36,67,17,0.11
The Godfather: Blackhand Edition,Wii,Adventure,M,77,38,84,48,0.14
Kingdom Under Fire: Heroes,XB,Strategy,M,78,55,74,23,0.11
Infected,PSP,Shooter,M,74,49,82,30,0.14
Darksiders II,PC,Action,M,81,23,77,653,0.03
Darksiders II,WiiU,Action,M,85,36,81,153,0.07
Serious Sam,XB,Shooter,M,75,22,81,16,0.11
Killer7,GC,Action,M,74,57,84,64,0.12
Indigo Prophecy,PS2,Adventure,M,83,47,77,104,0.07
Darksiders,PC,Action,M,83,18,77,603,0.07
BloodRayne 2,XB,Shooter,M,71,35,84,4,0.11
Jaws Unleashed,XB,Action,M,51,29,61,9,0.11
187: Ride or Die,PS2,Racing,M,52,33,67,12,0.07
Geist,GC,Adventure,M,66,43,84,23,0.11
Fugitive Hunter: War on Terror,PS2,Shooter,M,35,15,49,23,0.07
Prince of Persia: The Two Thrones,GC,Action,M,84,34,80,22,0.11
The Cursed Crusade,X360,Action,M,39,27,43,29,0.08
Earth Defense Force 2025,X360,Shooter,M,68,25,80,63,0.06
Tom Clancy's Ghost Recon,GC,Shooter,M,59,15,53,17,0.11
BMX XXX,PS2,Sports,M,54,14,45,17,0.07
Soldier of Fortune: Payback,PS3,Shooter,M,50,14,53,13,0.12
Syndicate,PS3,Shooter,M,75,29,64,106,0.07
Just Cause 3,PC,Action,M,74,50,52,529,0.03
Hitman: Blood Money,XB,Action,M,81,27,90,32,0.11
Dead to Rights,GC,Shooter,M,77,16,86,7,0.11
Scarface: The World is Yours,Wii,Action,M,71,23,83,29,0.12
Risen 2: Dark Waters,X360,Role-Playing,M,60,18,59,58,0.05
Gungrave: Overdose,PS2,Shooter,M,68,50,86,12,0.07
Just Cause,X360,Action,M,73,57,71,52,0.1
X-Blades,X360,Action,M,50,39,53,14,0.1
Homefront: The Revolution,XOne,Shooter,M,49,12,40,106,0.06
Enclave,XB,Adventure,M,66,28,83,13,0.11
7 Days to Die,PS4,Action,M,45,16,58,140,0.04
Dino Crisis 3,XB,Action,M,51,28,40,22,0.08
The Darkness II,PC,Shooter,M,77,20,75,448,0.1
Dead Island Definitive Collection,PS4,Action,M,63,32,63,45,0.03
Dead Rising 2,PC,Action,M,78,17,62,211,0.1
Call of Duty: Infinite Warfare,PC,Shooter,M,73,16,29,440,0.04
Red Orchestra 2: Heroes of Stalingrad,PC,Shooter,M,76,49,72,729,0.04
The Guy Game,PS2,Misc,M,48,20,66,13,0.07
Blade II,XB,Action,M,53,20,39,4,0.1
Rogue Warrior,PS3,Shooter,M,27,24,27,66,0.11
Divinity II: The Dragon Knight Saga,X360,Role-Playing,M,72,13,77,50,0.11
Life is Strange,XOne,Adventure,M,85,4,86,123,0.09
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,Role-Playing,M,79,23,86,26,0.07
X-Blades,PS3,Action,M,50,31,58,15,0.07
Alone in the Dark: Inferno,PS3,Adventure,M,69,25,55,50,0.09
Rumble Roses XX,X360,Fighting,M,62,54,65,28,0.07
Dead to Rights: Reckoning,PSP,Shooter,M,54,26,71,22,0.12
Legendary,PS3,Shooter,M,50,31,70,31,0.08
Batman: Arkham Knight,PC,Action,M,70,14,24,1967,0.09
Diablo II,PC,Role-Playing,M,88,34,87,1056,0.01
Drakengard 2,PS2,Role-Playing,M,58,34,54,49,0.06
Hitman 2: Silent Assassin,GC,Action,M,83,17,54,8,0.1
Watch Dogs,WiiU,Action,M,62,15,63,162,0.07
Shin Megami Tensei: Digital Devil Saga,PS2,Role-Playing,M,78,42,81,48,0.06
Deception IV: Blood Ties,PSV,Action,M,67,19,74,61,0.02
Tom Clancy's Splinter Cell: Double Agent,Wii,Action,M,61,12,73,16,0.1
Steel Battalion: Heavy Armor,X360,Misc,M,38,58,23,92,0.08
Onechanbara: Bikini Samurai Squad,X360,Action,M,39,39,63,55,0.11
Spartan: Total Warrior,XB,Action,M,73,36,87,12,0.1
Brothers in Arms: Double Time,Wii,Shooter,M,45,13,65,17,0.11
NeverDead,PS3,Shooter,M,50,32,46,47,0.06
Gladiator Begins,PSP,Action,M,59,9,79,14,0.05
Sleeping Dogs,PC,Action,M,81,23,81,1209,0.06
Obscure: The Aftermath,Wii,Action,M,53,19,80,14,0.11
Conception II: Children of the Seven Stars,3DS,Role-Playing,M,62,11,76,44,0.09
Red Faction II,XB,Shooter,M,74,20,57,11,0.09
The X Files: Resist or Serve,PS2,Adventure,M,67,31,83,8,0.06
Killer is Dead,X360,Action,M,64,38,71,144,0.08
Undead Knights,PSP,Action,M,63,27,79,13,0.05
Supremacy MMA,PS3,Fighting,M,47,17,64,4,0.07
Breakdown,XB,Adventure,M,71,62,81,17,0.09
Dishonored 2,PC,Action,M,86,37,59,383,0.04
Gladiator: Sword of Vengeance,PS2,Action,M,65,19,57,8,0.06
Tom Clancy's Splinter Cell: Blacklist,WiiU,Action,M,75,5,77,148,0.04
Castlevania: Curse of Darkness,XB,Action,M,74,26,69,13,0.09
Nightshade,PS2,Action,M,68,39,76,20,0.06
CSI: Crime Scene Investigation,XB,Adventure,M,45,14,72,4,0.09
Onechanbara: Bikini Zombie Slayers,Wii,Action,M,55,24,79,20,0.11
Die Hard: Vendetta,GC,Shooter,M,54,23,69,10,0.09
Deception IV: Blood Ties,PS3,Action,M,70,19,81,27,0.03
Tenchu: Shadow Assassins,PSP,Action,M,68,18,73,18,0.03
Blood Drive,X360,Racing,M,40,21,64,10,0.09
Cold Winter,PS2,Shooter,M,73,41,81,23,0.06
Stubbs the Zombie in Rebel Without a Pulse,XB,Action,M,75,55,80,16,0.08
Warhammer: Battle March,X360,Strategy,M,55,30,66,20,0.09
Cold Fear,PS2,Action,M,68,39,76,27,0.06
BloodRayne,GC,Shooter,M,73,17,84,4,0.09
Dementium II,DS,Shooter,M,75,25,82,31,0.09
Call of Juarez: The Cartel,PC,Shooter,M,51,12,32,126,0.05
Mortal Kombat: Deception,GC,Fighting,M,77,14,88,15,0.09
Bodycount,PS3,Shooter,M,50,40,34,28,0.05
Bodycount,X360,Shooter,M,53,61,46,73,0.07
Constantine,PS2,Action,M,58,29,73,24,0.05
BMX XXX,XB,Sports,M,58,26,77,9,0.08
[Prototype 2],PC,Action,M,76,12,63,389,0.07
Rengoku: The Tower of Purgatory,PSP,Action,M,43,30,55,22,0.1
Rogue Warrior,X360,Shooter,M,28,33,27,64,0.09
Mace Griffin: Bounty Hunter,XB,Shooter,M,64,27,81,11,0.08
Martian Gothic: Unification,PS,Adventure,M,64,4,60,16,0.06
Fight Club,XB,Fighting,M,37,29,46,13,0.08
Dead to Rights II,XB,Shooter,M,54,35,73,5,0.08
The Godfather: Mob Wars,PSP,Action,M,59,34,78,16,0.09
Pariah,XB,Action,M,70,52,73,19,0.08
Sacred 3,PS3,Role-Playing,M,56,13,33,46,0.03
Wasteland 2,PC,Role-Playing,M,81,65,72,1170,0.03
Tom Clancy's Splinter Cell: Chaos Theory,GC,Action,M,81,28,84,15,0.08
Blades of Time,X360,Action,M,52,23,64,30,0.07
Death By Degrees,PS2,Action,M,51,45,61,24,0.05
Doom 3,PC,Shooter,M,87,83,75,896,0.05
JU-ON: The Grudge,Wii,Action,M,39,32,55,34,0.07
Blitz: The League II,X360,Sports,M,68,34,71,13,0.08
Hunter: The Reckoning,GC,Action,M,70,13,75,7,0.08
RLH: Run Like Hell,PS2,Shooter,M,58,27,81,9,0.05
Conflict: Global Terror,XB,Shooter,M,62,24,78,8,0.08
Resident Evil: Revelations 2,XOne,Action,M,75,22,74,106,0.07
Bullet Witch,X360,Shooter,M,55,59,60,41,0.07
Silent Scope Complete,XB,Shooter,M,69,25,73,5,0.07
Leisure Suit Larry: Box Office Bust,PS3,Adventure,M,17,11,16,37,0.06
Indigo Prophecy,XB,Adventure,M,84,51,76,39,0.07
Predator: Concrete Jungle,XB,Action,M,46,17,79,10,0.07
Steins;Gate,PSV,Adventure,M,83,16,91,87,0.04
Natural Doctrine,PS4,Role-Playing,M,53,31,59,79,0.05
NeverDead,X360,Shooter,M,52,46,54,65,0.06
Blades of Time,PS3,Action,M,53,19,71,22,0.04
Operation Abyss: New Tokyo Legacy,PSV,Role-Playing,M,66,25,72,24,0.02
Darkest of Days,X360,Shooter,M,44,25,47,76,0.09
Playboy: The Mansion,XB,Simulation,M,61,43,40,9,0.07
MindJack,X360,Shooter,M,43,42,11,116,0.07
Hakuoki: Demon of the Fleeting Blossom,PSP,Adventure,M,79,4,82,30,0.08
Dungeons,PC,Strategy,M,65,35,45,106,0.07
Halo 2,PC,Shooter,M,72,32,55,216,0.01
Ninja Gaiden Black,XB,Action,M,94,32,86,121,0.07
Bloody Roar 4,PS2,Fighting,M,59,25,85,43,0.05
Army Corps of Hell,PSV,Action,M,57,43,65,28,0.04
Ultimate Mortal Kombat,DS,Fighting,M,73,26,85,22,0.07
Total Overdose: A Gunslinger's Tale in Mexico,PS2,Shooter,M,71,36,89,25,0.04
Beowulf: The Game,PSP,Action,M,44,4,53,7,0.08
Driver: Renegade,3DS,Racing,M,48,13,49,20,0.05
Yaiba: Ninja Gaiden Z,PS3,Action,M,43,46,44,84,0.05
Castlevania: Lords of Shadow 2,X360,Action,M,70,22,77,239,0.02
Def Jam Fight For NY: The Takeover,PSP,Action,M,79,25,81,16,0.08
Quantum Theory,X360,Shooter,M,37,39,35,31,0.06
Damnation,PS3,Shooter,M,36,36,27,40,0.07
Sniper Elite,XB,Shooter,M,77,25,84,11,0.07
The Suffering: Ties That Bind,XB,Action,M,76,36,90,8,0.07
Obscure: The Aftermath,PSP,Action,M,66,25,81,20,0.05
Red Faction: Armageddon,PC,Shooter,M,75,29,66,273,0.05
XIII,GC,Shooter,M,73,27,76,20,0.07
ShellShock 2: Blood Trails,X360,Shooter,M,30,21,58,33,0.05
F.E.A.R. Files,X360,Shooter,M,66,43,70,16,0.07
Killer7,PS2,Action,M,70,39,80,36,0.04
Shin Megami Tensei: Digital Devil Saga 2,PS2,Role-Playing,M,82,38,78,38,0.04
ShellShock 2: Blood Trails,PS3,Shooter,M,35,18,47,27,0.04
Knights Contract,PS3,Action,M,51,37,59,8,0.04
State of Emergency 2,PS2,Shooter,M,44,36,57,15,0.04
Fatal Frame III: The Tormented,PS2,Action,M,78,46,88,58,0.04
Risen 3: Titan Lords,PS3,Role-Playing,M,36,8,36,77,0.02
Titanfall 2,PC,Shooter,M,85,27,79,488,0.03
Supremacy MMA,X360,Fighting,M,49,17,61,11,0.05
Sniper: Ghost Warrior 2,PC,Shooter,M,52,24,57,320,0.02
Samurai Shodown Sen,X360,Fighting,M,46,33,51,12,0.07
Samurai Western,PS2,Action,M,58,34,75,5,0.04
TimeSplitters: Future Perfect,GC,Shooter,M,82,32,90,41,0.06
Knights Contract,X360,Action,M,49,41,55,16,0.05
RoadKill,XB,Action,M,68,23,73,5,0.06
Resident Evil 6,PS4,Shooter,M,60,19,66,94,0.06
Assassin's Creed: Rogue,PC,Action,M,74,25,74,362,0.05
Far Cry Vengeance,Wii,Shooter,M,38,23,52,53,0.06
Assassin's Creed The Ezio Collection,XOne,Action,M,74,13,75,24,0.03
Resident Evil 3: Nemesis,GC,Action,M,62,14,82,44,0.06
Infernal: Hell's Vengeance,X360,Shooter,M,35,23,52,10,0.06
Duke Nukem: Land of the Babes,PS,Shooter,M,37,7,67,20,0.04
Zero Escape: Zero Time Dilemma,3DS,Adventure,M,81,18,84,72,0.05
Vietcong: Purple Haze,XB,Shooter,M,57,32,83,11,0.06
Far Cry Instincts Evolution,XB,Shooter,M,78,15,62,32,0.06
Blood Drive,PS3,Racing,M,47,11,69,5,0.07
Escape Dead Island,PS3,Action,M,40,25,34,51,0.04
F.E.A.R. 2: Project Origin,PC,Shooter,M,79,49,77,520,0.02
